127.0.0.1 - - [31/Dec/2016:23:55:50 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=574ED3DB-5D00-4F7A-BFCB-56F3E9CF5CF9&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
151.224.98.34 - - [01/Jan/2017:00:29:13 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=7.83&n=Launch&e=%7B%22adInfoId%22%3A%2259D53D1E-F5CF-4CB0-A637-9C1FE3689013%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=1.39&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=2&sdk=Apsalar%2F7.3.1&h=304cd5e63f3a93eac5c44b3c0c0fe418e76eff63 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
151.224.98.34 - - [01/Jan/2017:00:29:14 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=2.84&n=Launch&e=%7B%22adInfoId%22%3A%2259D53D1E-F5CF-4CB0-A637-9C1FE3689013%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=7.03&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=3&sdk=Apsalar%2F7.3.1&h=4ecd83bbe16362160b2b38c67cca8ea31cf6d7ec HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
151.224.98.34 - - [01/Jan/2017:00:29:29 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.04&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=24.38&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=0&sdk=Apsalar%2F7.3.1&h=22d184f1495e225062f9b03324c3df41a4936cce HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=None&adv_id=None&ma=None&ann=Y
173.52.203.34 - - [01/Jan/2017:00:30:42 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=C69E21AE-DF23-46DF-A9D5-2B906E82BE8E&av=5.3.0&i=com.viator&lag=5.89&n=Launch&e=%7B%22adInfoId%22%3A%22C69E21AE-DF23-46DF-A9D5-2B906E82BE8E%22%7D&p=iOS&rt=plist&s=CEC9482A-8D28-4A67-A188-71A85457C85C&t=0.00&idfa=C69E21AE-DF23-46DF-A9D5-2B906E82BE8E&idfv=CC9B0E82-326D-486B-A8D9-9CDFEA07F392&seq=1&sdk=Apsalar%2F7.3.1&h=0690775b8b6ea91bc895464b8ab74cf0ab5b9c1e HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "173.52.203.34" 0.000 "-" country=US&mo=iPhone9%2C3&adv_id=C69E21AE-DF23-46DF-A9D5-2B906E82BE8E&ma=Apple&ann=Y
173.52.203.34 - - [01/Jan/2017:00:30:50 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=C69E21AE-DF23-46DF-A9D5-2B906E82BE8E&av=5.3.0&i=com.viator&lag=0.03&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=CEC9482A-8D28-4A67-A188-71A85457C85C&t=14.02&idfa=C69E21AE-DF23-46DF-A9D5-2B906E82BE8E&idfv=CC9B0E82-326D-486B-A8D9-9CDFEA07F392&seq=0&sdk=Apsalar%2F7.3.1&h=587787a540c3459cc1fe9d3ebfde5ba6c3c894e2 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "173.52.203.34" 0.000 "-" country=US&mo=None&adv_id=None&ma=None&ann=Y
118.127.103.158 - - [01/Jan/2017:00:42:06 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=A9707B37-8EBF-4321-A6BB-ABF19B57BAF9&av=5.3.0&i=com.viator&lag=0.03&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=30034A4D-A2D3-4B0F-8998-4161CD450360&t=720.75&idfa=A9707B37-8EBF-4321-A6BB-ABF19B57BAF9&idfv=5FEB3E3E-F61C-4BB7-AD71-76764DD53430&seq=0&sdk=Apsalar%2F7.3.1&h=7395804cadee038343de0c56e70ff4db8c0570b6 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "118.127.103.158" 0.000 "-" country=AU&mo=None&adv_id=None&ma=None&ann=Y
151.224.98.34 - - [01/Jan/2017:00:31:03 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.03&n=Launch&e=%7B%22adInfoId%22%3A%2259D53D1E-F5CF-4CB0-A637-9C1FE3689013%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=118.85&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=5&sdk=Apsalar%2F7.3.1&h=641c4c50ad035d2c2151d725ed02993b35019e3a HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
109.155.154.14 - - [01/Jan/2017:00:50:25 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=0.06&n=Viator&p=iOS&rt=plist&s=BA6BDBEA-4497-45B1-B05E-8D13012BCA5C&sdk=Apsalar%2F7.3.1&u=A0A3E7F9-CC8E-4959-A660-DC1EA819E411&v=10.0.2&d=iPhone8%2C1&k=IDFA&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=A0A3E7F9-CC8E-4959-A660-DC1EA819E411&idfv=BF751B2B-47ED-49C9-B1C3-FA28D94E4B8C&h=caa91b0dcde7e6eb345c36b5ba500aaccaae3eb0 HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "109.155.154.14" 0.013 "first=false redirect=false startRespTime=7 ddlUrl= ddlErr=<nil>" country=GB&mo=iPhone8%2C1&adv_id=A0A3E7F9-CC8E-4959-A660-DC1EA819E411&ma=Apple&reinstall=False&ann=Y
134.196.125.83 - - [01/Jan/2017:00:42:07 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22viewProduct%22%3A%22%5C%2212663P4%5C%22%22%2C%22productTitle%22%3A%22Full-Day+Snorkeling+Trip+to+Koh+Rok+and+Koh+Haa+Islands+by+Speed+Boat+from+Phuket%22%2C%22primaryDestinationId%22%3A349%2C%22primaryDestinationName%22%3A%22Phuket%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=3e11580d-bdea-44ab-a542-9ba75ade394b&sdk=Apsalar%2F6.5&t=201.542&u=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&k=AIFA&seq=7&lag=0.005&h=68f1b7d463681fa1661cd5a0939859fc607c5f6f HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900F Build/MMB29M)" "134.196.125.83" 0.000 "-" country=TH&mo=SM-G900F&adv_id=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&ma=samsung&ann=Y
151.224.98.34 - - [01/Jan/2017:00:35:19 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22One%20Day%20Warsaw%20Trip%20from%20Krakow%22%2C%22primaryDestinationId%22%3A529%2C%22primaryDestinationName%22%3A%22Krakow%22%2C%22viewProduct%22%3A%22%5C%2223624P6%5C%22%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=374.48&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=6&sdk=Apsalar%2F7.3.1&h=c02fb5a40b5fe9daa734a73e0d47fb65bc32ae29 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
123.254.126.4 - - [01/Jan/2017:00:50:25 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=5D6C47CE-8925-4DB7-8FB9-4F6A4C7822A1&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22Blue%20Mountains%20Deluxe%20Small%20Group%20Eco%20Tour%20from%20Sydney%22%2C%22primaryDestinationId%22%3A357%2C%22primaryDestinationName%22%3A%22Sydney%22%2C%22viewProduct%22%3A%22%5C%223898A183%5C%22%22%7D&p=iOS&rt=plist&s=97C2A82F-9C28-4D15-BD8B-94930FB4C827&t=3264.93&idfa=5D6C47CE-8925-4DB7-8FB9-4F6A4C7822A1&idfv=0100ACD2-7E9A-47A5-AC15-7B402294AAB4&seq=32&sdk=Apsalar%2F7.3.1&h=5e5e554d5f2d21d7fef46ed512ea2bde108b5604 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "123.254.126.4" 0.000 "-" country=AU&mo=iPhone8%2C2&adv_id=5D6C47CE-8925-4DB7-8FB9-4F6A4C7822A1&ma=Apple&ann=Y
151.224.98.34 - - [01/Jan/2017:00:36:21 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.04&n=viewProduct&e=%7B%22productName%22%3A%22One%20Day%20Warsaw%20Trip%20from%20Krakow%22%2C%22primaryDestinationId%22%3A529%2C%22primaryDestinationName%22%3A%22Krakow%22%2C%22viewProduct%22%3A%22%5C%2223624P6%5C%22%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=437.03&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=7&sdk=Apsalar%2F7.3.1&h=c4ed42cc2dad4b03cb50d3e2188ff0500d597a16 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
134.196.125.83 - - [01/Jan/2017:00:42:14 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22viewProduct%22%3A%22%5C%2212663P4%5C%22%22%2C%22productTitle%22%3A%22Full-Day+Snorkeling+Trip+to+Koh+Rok+and+Koh+Haa+Islands+by+Speed+Boat+from+Phuket%22%2C%22primaryDestinationId%22%3A349%2C%22primaryDestinationName%22%3A%22Phuket%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=3e11580d-bdea-44ab-a542-9ba75ade394b&sdk=Apsalar%2F6.5&t=207.791&u=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&k=AIFA&seq=8&lag=0.009000000000000001&h=951c686b37cfd53cc78baf126b80132216793650 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900F Build/MMB29M)" "134.196.125.83" 0.000 "-" country=TH&mo=SM-G900F&adv_id=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&ma=samsung&ann=Y
151.224.98.34 - - [01/Jan/2017:00:37:25 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.05&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=500.67&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=0&sdk=Apsalar%2F7.3.1&h=e114ec30163f802293d2961f365dfa7b9a149d2c HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=None&adv_id=None&ma=None&ann=Y
86.55.41.62 - - [01/Jan/2017:00:50:10 -0800] "GET /api/v1/start?a=viator&av=5.2.0&c=wwan&i=com.viator&lag=2366999.96&n=Viator&p=iOS&rt=plist&s=5E510901-A9EE-487B-86FB-70A92B470BCA&sdk=Apsalar%2F7.3.1&u=227C1FE7-A209-4AEF-9841-F089FCE851F7&v=10.1.1&d=iPhone8%2C1&k=APID&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=0&dnt=0&idfa=8056BB0B-2885-4800-A3B1-040BE651C4A6&idfv=5F0EBA79-D076-4740-A024-DE4CBD8B4435&h=11bad2ac2a4d6e68694595ce10a6aac905a0c37f HTTP/1.0" 200 457 "-" "Viator/5.2.0.6 CFNetwork/808.1.4 Darwin/16.1.0" "86.55.41.62" 0.002 "first=false redirect=false startRespTime=1 ddlUrl= ddlErr=<nil>" country=IR&mo=iPhone8%2C1&adv_id=8056BB0B-2885-4800-A3B1-040BE651C4A6&ma=Apple&reinstall=False&ann=Y
127.0.0.1 - - [01/Jan/2017:00:50:26 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=IDFA&an=Google&p=iOS&u=A0A3E7F9-CC8E-4959-A660-DC1EA819E411&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
127.0.3.1 - - [01/Jan/2017:00:37:44 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=51749634-4148-45C6-9BD7-2609829001C2&av=5.2.0&i=com.viator&lag=18.19&n=Launch&e=%7B%22adInfoId%22%3A%2251749634-4148-45C6-9BD7-2609829001C2%22%7D&p=iOS&rt=plist&s=799BB30C-6E45-4AAB-BD14-436433524A7B&t=0.00&idfa=51749634-4148-45C6-9BD7-2609829001C2&idfv=1AD46B98-B96B-4EF5-A921-8FBAC06784ED&seq=1&sdk=Apsalar%2F7.3.1&h=cb8543b1fda4588db4f4b910b51a00b3797218eb HTTP/1.1" 200 213 "-" "Viator/5.2.0.6 CFNetwork/808.0.2 Darwin/16.0.0 Apsalar-FakeServer" "127.0.3.1" 0.000 "-" country=--&mo=iPhone7%2C2&adv_id=51749634-4148-45C6-9BD7-2609829001C2&ma=Apple&ann=Y
203.111.232.216 - - [01/Jan/2017:00:35:16 -0800] "GET /api/v1/event?a=viator&k=APID&u=806DB88D-AAC0-4341-925A-E444325AF4FB&av=5.3.0&i=com.viator&lag=0.02&n=Barcelona&e=%7B%7D&p=iOS&rt=plist&s=BD0B961B-09BA-4659-B8CE-4E36771150C1&t=681.38&idfa=(null)&idfv=D6C929B2-ACBB-4191-82BF-B77FD6F2A9AE&seq=11&sdk=Apsalar%2F7.3.1&h=a02836440fba4b3ad5b08b5be802b30ea0456a86 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.111.232.216" 0.000 "-" country=PH&mo=iPhone7%2C2&adv_id=None&ma=Apple&ann=Y
134.196.125.83 - - [01/Jan/2017:00:42:25 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22viewProduct%22%3A%22%5C%2212663P4%5C%22%22%2C%22productTitle%22%3A%22Full-Day+Snorkeling+Trip+to+Koh+Rok+and+Koh+Haa+Islands+by+Speed+Boat+from+Phuket%22%2C%22primaryDestinationId%22%3A349%2C%22primaryDestinationName%22%3A%22Phuket%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=3e11580d-bdea-44ab-a542-9ba75ade394b&sdk=Apsalar%2F6.5&t=219.496&u=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&k=AIFA&seq=9&lag=0.004&h=2c9c85cc896e234d37a9a6a756fbc2b46e7c828e HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900F Build/MMB29M)" "134.196.125.83" 0.000 "-" country=TH&mo=SM-G900F&adv_id=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&ma=samsung&ann=Y
86.140.150.232 - - [01/Jan/2017:00:35:34 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=B3C7A950-FFF3-4185-A75D-BD93A8B762B6&av=5.3.0&i=com.viator&lag=7.24&n=Launch&e=%7B%22adInfoId%22%3A%22B3C7A950-FFF3-4185-A75D-BD93A8B762B6%22%7D&p=iOS&rt=plist&s=99B09E1E-C259-4340-B018-91E1F619518C&t=0.01&idfa=B3C7A950-FFF3-4185-A75D-BD93A8B762B6&idfv=1B2151D8-07BE-4789-8BE6-98B2018095F7&seq=1&sdk=Apsalar%2F7.3.1&h=90c2d4a27d20e9764e67ba3284b18ab36713477a HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "86.140.150.232" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=B3C7A950-FFF3-4185-A75D-BD93A8B762B6&ma=Apple&ann=Y
92.40.249.34 - - [01/Jan/2017:00:38:29 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=51749634-4148-45C6-9BD7-2609829001C2&av=5.2.0&i=com.viator&lag=8.68&n=Launch&e=%7B%22adInfoId%22%3A%2251749634-4148-45C6-9BD7-2609829001C2%22%7D&p=iOS&rt=plist&s=D754340E-A7FB-4EBA-A03B-6796B1EEC4CF&t=0.01&idfa=51749634-4148-45C6-9BD7-2609829001C2&idfv=1AD46B98-B96B-4EF5-A921-8FBAC06784ED&seq=1&sdk=Apsalar%2F7.3.1&h=59c656b086db0b639205f7de1bce3e31642892aa HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.0.2 Darwin/16.0.0" "92.40.249.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=51749634-4148-45C6-9BD7-2609829001C2&ma=Apple&ann=Y
92.40.249.34 - - [01/Jan/2017:00:38:43 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=51749634-4148-45C6-9BD7-2609829001C2&av=5.2.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Blue%20Mountains%20Wildlife%20Day%20Tour%20from%20Sydney%22%2C%22primaryDestinationId%22%3A357%2C%22primaryDestinationName%22%3A%22Sydney%22%2C%22viewProduct%22%3A%22%5C%222230S15%5C%22%22%7D&p=iOS&rt=plist&s=D754340E-A7FB-4EBA-A03B-6796B1EEC4CF&t=15.44&idfa=51749634-4148-45C6-9BD7-2609829001C2&idfv=1AD46B98-B96B-4EF5-A921-8FBAC06784ED&seq=2&sdk=Apsalar%2F7.3.1&h=8323046d6eda1fa880bb57ac66876ec00b98c2fa HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.0.2 Darwin/16.0.0" "92.40.249.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=51749634-4148-45C6-9BD7-2609829001C2&ma=Apple&ann=Y
94.204.3.36 - - [01/Jan/2017:00:49:41 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&av=5.3.0&i=com.viator&lag=0.11&n=Launch&e=%7B%22adInfoId%22%3A%22FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731%22%7D&p=iOS&rt=plist&s=12634FF6-2A5C-4439-B9AD-CABFD8D88ACB&t=123.73&idfa=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&idfv=3456AD1B-E1B1-48BB-8EFE-374988542A55&seq=7&sdk=Apsalar%2F7.3.1&h=459c75598471c5eafc717c8da91f7bd49ac7231b HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "94.204.3.36" 0.000 "-" country=AE&mo=iPhone9%2C3&adv_id=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&ma=Apple&ann=Y
127.0.0.1 - - [01/Jan/2017:00:50:26 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=227C1FE7-A209-4AEF-9841-F089FCE851F7&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
94.204.3.36 - - [01/Jan/2017:00:49:42 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&av=5.3.0&i=com.viator&lag=0.03&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=12634FF6-2A5C-4439-B9AD-CABFD8D88ACB&t=125.14&idfa=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&idfv=3456AD1B-E1B1-48BB-8EFE-374988542A55&seq=0&sdk=Apsalar%2F7.3.1&h=4bb1be648658baa925ff0b232db3aa29e8629965 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "94.204.3.36" 0.000 "-" country=AE&mo=None&adv_id=None&ma=None&ann=Y
10.130.237.221 - - [01/Jan/2017:00:39:04 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22adInfoId%22%3A%228bd1c840-debb-420c-92cd-6da2a47832cd%22%7D&i=com.viator.mobile.android&n=Launch&p=Android&rt=json&s=6f4f9da0-f12a-437d-83df-227593ae4baf&sdk=Apsalar%2F6.5&t=3.354&u=8bd1c840-debb-420c-92cd-6da2a47832cd&k=AIFA&seq=1&lag=13.9&h=4719e4ad42cc1ccb084f4df0c40efd974bf63328 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0; MotoG3 Build/MPI24.65-33)" "10.130.237.221" 0.000 "-" country=--&mo=MotoG3&adv_id=8bd1c840-debb-420c-92cd-6da2a47832cd&ma=motorola&ann=Y
94.204.3.36 - - [01/Jan/2017:00:49:43 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&av=5.3.0&i=com.viator&lag=0.73&n=Launch&e=%7B%22adInfoId%22%3A%22FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731%22%7D&p=iOS&rt=plist&s=12634FF6-2A5C-4439-B9AD-CABFD8D88ACB&t=125.76&idfa=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&idfv=3456AD1B-E1B1-48BB-8EFE-374988542A55&seq=8&sdk=Apsalar%2F7.3.1&h=2ca3abc0e0766d443c9d0c572b171221bf464ae9 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "94.204.3.36" 0.000 "-" country=AE&mo=iPhone9%2C3&adv_id=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&ma=Apple&ann=Y
94.204.3.36 - - [01/Jan/2017:00:49:52 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&av=5.3.0&i=com.viator&lag=0.02&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=12634FF6-2A5C-4439-B9AD-CABFD8D88ACB&t=135.21&idfa=FC0D27E6-6AF7-4AFA-AEDC-4C95D09F7731&idfv=3456AD1B-E1B1-48BB-8EFE-374988542A55&seq=0&sdk=Apsalar%2F7.3.1&h=26d00ce7e6e2a862033fca508a5cec968ac07b9c HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "94.204.3.36" 0.000 "-" country=AE&mo=None&adv_id=None&ma=None&ann=Y
134.196.125.83 - - [01/Jan/2017:00:42:27 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22viewProduct%22%3A%22%5C%2212663P4%5C%22%22%2C%22productTitle%22%3A%22Full-Day+Snorkeling+Trip+to+Koh+Rok+and+Koh+Haa+Islands+by+Speed+Boat+from+Phuket%22%2C%22primaryDestinationId%22%3A349%2C%22primaryDestinationName%22%3A%22Phuket%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=3e11580d-bdea-44ab-a542-9ba75ade394b&sdk=Apsalar%2F6.5&t=221.699&u=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&k=AIFA&seq=10&lag=0.004&h=3f836fdfe8344d0de4bffbbc88badf95dd797ab1 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900F Build/MMB29M)" "134.196.125.83" 0.000 "-" country=TH&mo=SM-G900F&adv_id=05eb2d0b-1ef7-4883-84f7-9bc1ee5d868d&ma=samsung&ann=Y
127.0.0.1 - - [01/Jan/2017:00:50:27 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=806DB88D-AAC0-4341-925A-E444325AF4FB&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
80.219.28.241 - - [01/Jan/2017:00:50:14 -0800] "GET /api/v1/event?a=viator&k=APID&u=F461CA25-3564-446E-9061-4865DF0D8062&av=5.3.0&i=com.viator&lag=5.91&n=Launch&e=%7B%22adInfoId%22%3A%22B169DA49-0491-4D78-8E29-F06F5D1DD6A4%22%7D&p=iOS&rt=plist&s=4CF36282-BDF3-4537-8413-4A4EBE62A93D&t=0.00&idfa=B169DA49-0491-4D78-8E29-F06F5D1DD6A4&idfv=CB3E57EB-4443-4221-BA87-93A96B8532F6&seq=1&sdk=Apsalar%2F7.3.1&h=21f249c4e402702ce26c171c1f3a132fd5344e89 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "80.219.28.241" 0.000 "-" country=CH&mo=iPhone8%2C1&adv_id=B169DA49-0491-4D78-8E29-F06F5D1DD6A4&ma=Apple&ann=Y
